symbol,is_russell3000,is_russell1000,is_russell2000,is_sp500,is_nasdaq100,is_custom
MGY,1,0,1,0,0,0
MH,0,0,1,0,0,0
MHK,1,1,0,0,0,0
MHO,1,0,1,0,0,0
MIAX,1,0,1,0,0,0
MIDD,1,1,0,0,0,0
MIR,1,0,1,0,0,0
MIRM,1,0,1,0,0,0
MITK,1,0,1,0,0,0
MITT,0,0,1,0,0,0
MKC,1,1,0,0,0,0
MKL,1,1,0,0,0,0
MKSI,1,1,0,0,0,0
MKTW,0,0,1,0,0,0
MKTX,1,1,0,0,0,0
MLAB,1,0,1,0,0,0
MLI,1,1,0,0,0,0
MLKN,1,0,1,0,0,0
MLM,1,1,0,0,0,0
MLP,0,0,1,0,0,0
MLR,1,0,1,0,0,0
MLYS,1,0,1,0,0,0
MMC,0,0,0,1,0,0
MMI,1,0,1,0,0,0
MMM,1,1,0,0,0,0
MMS,1,0,1,0,0,0
MMSI,1,0,1,0,0,0
MNKD,1,0,1,0,0,0
MNPR,0,0,1,0,0,0
MNRO,1,0,1,0,0,0
MNSB,0,0,1,0,0,0
MNST,1,1,0,0,1,0
MNTK,1,0,1,0,0,0
MO,1,1,0,0,0,0
MOD,1,0,1,0,0,0
MOFG,1,0,1,0,0,0
MOGA,1,0,1,0,0,0
MOH,1,1,0,0,0,0
MORN,1,1,0,0,0,0
MOS,1,1,0,0,0,0
MOV,1,0,1,0,0,0
MP,1,1,0,0,0,0
MPAA,0,0,1,0,0,0
MPB,1,0,1,0,0,0
MPC,1,1,0,0,0,0
MPLT,0,0,1,0,0,0
MPT,1,1,0,0,0,0
MPTI,0,0,1,0,0,0
MPWR,1,1,0,0,0,0
MPX,0,0,1,0,0,0
MQ,1,0,1,0,0,0
MRBK,0,0,1,0,0,0
MRCY,1,0,1,0,0,0
MRK,1,1,0,1,0,0
MRNA,1,1,0,0,0,0
MRP,1,1,0,0,0,0
MRSH,1,1,0,0,0,0
MRTN,1,0,1,0,0,0
MRVI,1,0,1,0,0,0
MRVL,1,1,0,0,1,0
MRX,1,0,1,0,0,0
MS,1,1,0,0,0,0
MSA,1,1,0,0,0,0
MSBI,1,0,1,0,0,0
MSCI,1,1,0,0,0,0
MSEX,1,0,1,0,0,0
MSFT,1,1,0,1,1,1
MSGE,1,0,1,0,0,0
MSGS,1,1,0,0,0,0
MSI,1,1,0,0,0,0
MSM,1,1,0,0,0,0
MSTR,1,1,0,0,0,0
MTB,1,1,0,0,0,0
MTCH,1,1,0,0,0,0
MTD,1,1,0,0,0,0
MTDR,1,1,0,0,0,0
MTG,1,1,0,0,0,0
MTH,1,0,1,0,0,0
MTN,1,1,0,0,0,0
MTRN,1,0,1,0,0,0
MTRX,0,0,1,0,0,0
MTSI,1,1,0,0,0,0
MTUS,1,0,1,0,0,0
MTW,1,0,1,0,0,0
MTX,1,0,1,0,0,0
MTZ,1,1,0,0,0,0
MU,1,1,0,1,1,0
MUR,1,0,1,0,0,0
MUSA,1,1,0,0,0,0
MVBF,1,0,1,0,0,0
MVIS,1,0,1,0,0,0
MVST,1,0,1,0,0,0
MWA,1,0,1,0,0,0
MXCT,1,0,1,0,0,0
MXL,1,0,1,0,0,0
MYE,1,0,1,0,0,0
MYFW,0,0,1,0,0,0
MYGN,1,0,1,0,0,0
MYO,0,0,1,0,0,0
MYPS,1,0,1,0,0,0
MYRG,1,0,1,0,0,0
MZTI,1,0,1,0,0,0
NABL,1,0,1,0,0,0
NAGE,1,0,1,0,0,0
NAT,1,0,1,0,0,0
NATH,0,0,1,0,0,0
NATL,1,0,1,0,0,0
NATR,0,0,1,0,0,0
NAVI,1,0,1,0,0,0
NAVN,1,0,1,0,0,0
NB,1,0,1,0,0,0
NBBK,1,0,1,0,0,0
NBHC,1,0,1,0,0,0
NBIX,1,1,0,0,0,0
NBN,1,0,1,0,0,0
NBR,1,0,1,0,0,0
NBTB,1,0,1,0,0,0
NC,0,0,1,0,0,0
NCLH,1,1,0,0,0,0
NCMI,1,0,1,0,0,0
NCNO,1,1,0,0,0,0
NDAQ,1,1,0,0,0,0
NDSN,1,1,0,0,0,0
NE,1,0,1,0,0,0
NECB,1,0,1,0,0,0
NEE,1,1,0,0,0,0
NEM,1,1,0,0,0,0
NEO,1,0,1,0,0,0
NEOG,1,0,1,0,0,0
NEON,0,0,1,0,0,0
NESR,1,0,1,0,0,0
NET,1,1,0,0,0,0
NEU,1,1,0,0,0,0
NEWT,1,0,1,0,0,0
NEXN,0,0,1,0,0,0
NEXT,1,0,1,0,0,0
NFBK,1,0,1,0,0,0
NFE,1,0,1,0,0,0
NFG,1,1,0,0,0,0
NFLX,1,1,0,1,1,0
NG,1,0,1,0,0,0
NGNE,1,0,1,0,0,0
NGS,0,0,1,0,0,0
NGVC,1,0,1,0,0,0
NGVT,1,0,1,0,0,0
NHC,1,0,1,0,0,0
NHI,1,0,1,0,0,0
NI,1,1,0,0,0,0
NIC,1,0,1,0,0,0
NIQ,1,1,0,0,0,0
NJR,1,0,1,0,0,0
NKE,1,1,0,1,0,0
NKSH,0,0,1,0,0,0
NKTX,1,0,1,0,0,0
NL,0,0,1,0,0,0
NLOP,1,0,1,0,0,0
NLY,1,1,0,0,0,0
NMAX,0,0,1,0,0,0
NMIH,1,0,1,0,0,0
NMRK,1,0,1,0,0,0
NN,1,0,1,0,0,0
NNE,1,0,1,0,0,0
NNI,1,0,1,0,0,0
NNN,1,1,0,0,0,0
NNOX,1,0,1,0,0,0
NOC,1,1,0,0,0,0
NODK,0,0,1,0,0,0
NOG,1,0,1,0,0,0
NOV,1,1,0,0,0,0
NOVT,1,0,1,0,0,0
NOW,1,1,0,0,0,0
NPB,0,0,1,0,0,0
NPCE,1,0,1,0,0,0
NPK,1,0,1,0,0,0
NPKI,1,0,1,0,0,0
NPO,1,0,1,0,0,0
NPWR,0,0,1,0,0,0
NRC,1,0,1,0,0,0
NRDS,1,0,1,0,0,0
NRDY,0,0,1,0,0,0
NREF,0,0,1,0,0,0
NRG,1,1,0,0,0,0
NRIM,1,0,1,0,0,0
NRIX,1,0,1,0,0,0
NSA,1,1,0,0,0,0
NSC,1,1,0,0,0,0
NSIT,1,0,1,0,0,0
NSP,1,0,1,0,0,0
NSSC,1,0,1,0,0,0
NTAP,1,1,0,0,0,0
NTB,1,0,1,0,0,0
NTCT,1,0,1,0,0,0
NTGR,1,0,1,0,0,0
NTLA,1,0,1,0,0,0
NTNX,1,1,0,0,0,0
NTRA,1,1,0,0,0,0
NTRS,1,1,0,0,0,0
NTST,1,0,1,0,0,0
NU,1,1,0,0,0,0
NUE,1,1,0,0,0,0
NUS,1,0,1,0,0,0
NUTX,1,0,1,0,0,0
NUVB,1,0,1,0,0,0
NUVL,1,0,1,0,0,0
NVAX,1,0,1,0,0,0
NVCR,1,0,1,0,0,0
NVCT,0,0,1,0,0,0
NVDA,1,1,0,1,1,1
NVEC,1,0,1,0,0,0
NVGS,0,0,1,0,0,0
NVR,1,1,0,0,0,0
NVRI,1,0,1,0,0,0
NVST,1,1,0,0,0,0
NVT,1,1,0,0,0,0
NVTS,1,0,1,0,0,0
NWBI,1,0,1,0,0,0
NWE,1,0,1,0,0,0
NWFL,0,0,1,0,0,0
NWL,1,1,0,0,0,0
NWN,1,0,1,0,0,0
NWPX,1,0,1,0,0,0
NWS,1,1,0,0,0,0
NWSA,1,1,0,0,0,0
NX,1,0,1,0,0,0
NXDR,1,0,1,0,0,0
NXDT,1,0,1,0,0,0
NXRT,1,0,1,0,0,0
NXST,1,1,0,0,0,0
NXT,1,0,1,0,0,0
NXXT,0,0,1,0,0,0
NYT,1,1,0,0,0,0
O,1,1,0,0,0,0
OABI,1,0,1,0,0,0
OBK,1,0,1,0,0,0
OBT,1,0,1,0,0,0
OC,1,1,0,0,0,0
OCFC,1,0,1,0,0,0
OCUL,1,0,1,0,0,0
ODC,1,0,1,0,0,0
ODFL,1,1,0,0,1,0
OEC,1,0,1,0,0,0
OFG,1,0,1,0,0,0
OFIX,1,0,1,0,0,0
OFLX,1,0,1,0,0,0
OGE,1,1,0,0,0,0
OGN,1,1,0,0,0,0
OGS,1,0,1,0,0,0
OHI,1,1,0,0,0,0
OI,1,0,1,0,0,0
OII,1,0,1,0,0,0
OIS,1,0,1,0,0,0
OKE,1,1,0,0,0,0
OKLO,1,0,1,0,0,0
OKTA,1,1,0,0,0,0
OLED,1,1,0,0,0,0
OLLI,1,1,0,0,0,0
OLMA,1,0,1,0,0,0
OLN,1,1,0,0,0,0
OLP,1,0,1,0,0,0
OLPX,1,0,1,0,0,0
OM,0,0,1,0,0,0
OMC,1,1,0,0,0,0
OMCL,1,0,1,0,0,0
OMDA,0,0,1,0,0,0
OMER,1,0,1,0,0,0
OMF,1,1,0,0,0,0
ON,1,1,0,0,1,0
ONB,1,0,1,0,0,0
ONEW,1,0,1,0,0,0
ONIT,1,0,1,0,0,0
ONON,1,1,0,0,0,0
ONTF,1,0,1,0,0,0
ONTO,1,1,0,0,0,0
OOMA,1,0,1,0,0,0
OPAL,0,0,1,0,0,0
OPBK,0,0,1,0,0,0
OPCH,1,0,1,0,0,0
OPFI,0,0,1,0,0,0
OPK,1,0,1,0,0,0
OPLN,1,0,1,0,0,0
OPRT,0,0,1,0,0,0
OPRX,1,0,1,0,0,0
OPTU,1,0,1,0,0,0
ORA,1,0,1,0,0,0
ORC,1,0,1,0,0,0
ORCL,1,1,0,1,0,0
ORGO,1,0,1,0,0,0
ORI,1,1,0,0,0,0
ORIC,1,0,1,0,0,0
ORKA,1,0,1,0,0,0
ORLY,1,1,0,0,1,0
ORN,0,0,1,0,0,0
ORRF,1,0,1,0,0,0
OSBC,1,0,1,0,0,0
OSCR,1,0,1,0,0,0
OSG,1,0,1,0,0,0
OSIS,1,0,1,0,0,0
OSK,1,1,0,0,0,0
OSPN,1,0,1,0,0,0
OSUR,1,0,1,0,0,0
OSW,1,0,1,0,0,0
OTIS,1,1,0,0,0,0
OTTR,1,0,1,0,0,0
OUST,1,0,1,0,0,0
OUT,1,0,1,0,0,0
OVBC,0,0,1,0,0,0
OVLY,0,0,1,0,0,0
OVV,1,1,0,0,0,0
OWL,1,1,0,0,0,0
OXM,1,0,1,0,0,0
OXY,1,1,0,0,0,0
OZK,1,1,0,0,0,0
P5N994,1,0,1,0,0,0
PACB,1,0,1,0,0,0
PACK,1,0,1,0,0,0
PACS,1,0,1,0,0,0
PAG,1,1,0,0,0,0
PAGS,1,0,1,0,0,0
PAHC,1,0,1,0,0,0
PAL,0,0,1,0,0,0
PAMT,0,0,1,0,0,0
PANL,1,0,1,0,0,0
PANW,1,1,0,1,1,0
PAR,1,0,1,0,0,0
PARR,1,0,1,0,0,0
PATH,1,1,0,0,0,0
PATK,1,0,1,0,0,0
PAX,1,0,1,0,0,0
PAYC,1,1,0,0,0,0
PAYO,1,0,1,0,0,0
PAYS,1,0,1,0,0,0
PAYX,1,1,0,0,1,0
PB,1,1,0,0,0,0
PBF,1,0,1,0,0,0
PBFS,0,0,1,0,0,0
PBH,1,0,1,0,0,0
PBI,1,0,1,0,0,0
PBYI,0,0,1,0,0,0
PCAR,1,1,0,0,1,0
PCB,0,0,1,0,0,0
PCG,1,1,0,0,0,0
PCOR,1,1,0,0,0,0
PCRX,1,0,1,0,0,0
PCT,1,0,1,0,0,0
PCTY,1,1,0,0,0,0
PCVX,1,0,1,0,0,0
PCYO,0,0,1,0,0,0
PD,1,0,1,0,0,0
PDEX,0,0,1,0,0,0
PDFS,1,0,1,0,0,0
PDLB,0,0,1,0,0,0
PDLI,0,0,1,0,0,0
PDM,1,0,1,0,0,0
PDYN,0,0,1,0,0,0
PEB,1,0,1,0,0,0
PEBK,0,0,1,0,0,0
PEBO,1,0,1,0,0,0
PECO,1,0,1,0,0,0
PEG,1,1,0,0,0,0
PEGA,1,1,0,0,0,0
PEN,1,1,0,0,0,0
PENG,1,0,1,0,0,0
PENN,1,1,0,0,0,0
PEP,1,1,0,1,1,0
PESI,0,0,1,0,0,0
PFBC,1,0,1,0,0,0
PFE,1,1,0,1,0,0
PFG,1,1,0,0,0,0
PFGC,1,1,0,0,0,0
PFIS,1,0,1,0,0,0
PFS,1,0,1,0,0,0
PFSI,1,0,1,0,0,0
PG,1,1,0,1,0,0
PGC,1,0,1,0,0,0
PGEN,1,0,1,0,0,0
PGNY,1,0,1,0,0,0
PGR,1,1,0,0,0,0
PGY,1,0,1,0,0,0
PH,1,1,0,0,0,0
PHAT,1,0,1,0,0,0
PHIN,1,0,1,0,0,0
PHM,1,1,0,0,0,0
PHR,1,0,1,0,0,0
PI,1,0,1,0,0,0
PII,1,0,1,0,0,0
PINE,0,0,1,0,0,0
PINS,1,1,0,0,0,0
PIPR,1,0,1,0,0,0
PJT,1,0,1,0,0,0
PK,1,1,0,0,0,0
PKBK,0,0,1,0,0,0
PKE,1,0,1,0,0,0
PKG,1,1,0,0,0,0
PKOH,0,0,1,0,0,0
PKST,1,0,1,0,0,0
PL,1,0,1,0,0,0
PLAB,1,0,1,0,0,0
PLAY,1,0,1,0,0,0
PLBC,0,0,1,0,0,0
PLD,1,1,0,0,0,0
PLMR,1,0,1,0,0,0
PLNT,1,1,0,0,0,0
PLOW,1,0,1,0,0,0
PLPC,1,0,1,0,0,0
PLSE,1,0,1,0,0,0
PLTK,1,0,1,0,0,0
PLTR,1,1,0,0,0,0
PLUG,1,0,1,0,0,0
PLUS,1,0,1,0,0,0
PLX,0,0,1,0,0,0
PLXS,1,0,1,0,0,0
PM,1,1,0,1,0,0
PMT,1,0,1,0,0,0
PMTS,0,0,1,0,0,0
PNBK,0,0,1,0,0,0
PNC,1,1,0,0,0,0
PNFP,1,1,0,0,0,0
PNR,1,1,0,0,0,0
PNRG,0,0,1,0,0,0
PNTG,1,0,1,0,0,0
PNW,1,1,0,0,0,0
PODD,1,1,0,0,0,0
POOL,1,1,0,0,0,0
POR,1,0,1,0,0,0
POST,1,1,0,0,0,0
POWI,1,0,1,0,0,0
POWL,1,0,1,0,0,0
POWW,1,0,1,0,0,0
PPC,1,1,0,0,0,0
PPG,1,1,0,0,0,0
PPL,1,1,0,0,0,0
PPTA,1,0,1,0,0,0
PR,1,1,0,0,0,0
PRA,1,0,1,0,0,0
PRAA,1,0,1,0,0,0
PRAX,1,0,1,0,0,0
PRCH,1,0,1,0,0,0
PRCT,1,0,1,0,0,0
PRDO,1,0,1,0,0,0
PRG,1,0,1,0,0,0
PRGO,1,1,0,0,0,0
PRGS,1,0,1,0,0,0
PRI,1,1,0,0,0,0
PRIM,1,0,1,0,0,0
PRK,1,0,1,0,0,0
PRKS,1,0,1,0,0,0
PRLB,1,0,1,0,0,0
PRM,1,0,1,0,0,0
PRMB,1,1,0,0,0,0
PRME,1,0,1,0,0,0
PROP,0,0,1,0,0,0
PRSU,1,0,1,0,0,0
PRTA,1,0,1,0,0,0
PRTH,1,0,1,0,0,0
PRU,1,1,0,0,0,0
PRVA,1,0,1,0,0,0
PSA,1,1,0,0,0,0
PSFE,1,0,1,0,0,0
PSIX,1,0,1,0,0,0
PSMT,1,0,1,0,0,0
PSN,1,1,0,0,0,0
PSNL,0,0,1,0,0,0
PSTG,1,1,0,0,0,0
PSTL,1,0,1,0,0,0
PSX,1,1,0,0,0,0
PTC,1,1,0,0,0,0
PTCT,1,0,1,0,0,0
PTEN,1,0,1,0,0,0
PTGX,1,0,1,0,0,0
PTLO,1,0,1,0,0,0
PTON,1,0,1,0,0,0
PUBM,1,0,1,0,0,0
PUMP,1,0,1,0,0,0
PVH,1,1,0,0,0,0
PVLA,1,0,1,0,0,0
PWP,1,0,1,0,0,0
PWR,1,1,0,0,0,0
PXED,0,0,1,0,0,0
PYPL,1,1,0,0,1,0
PZZA,1,0,1,0,0,0
Q,1,1,0,0,0,0
QBTS,1,0,1,0,0,0
QCOM,1,1,0,1,1,0
QCRH,1,0,1,0,0,0
QDEL,1,0,1,0,0,0
QGEN,1,1,0,0,0,0
QLYS,1,0,1,0,0,0
QNST,1,0,1,0,0,0
QQQ,0,0,0,0,0,1
QRVO,1,1,0,0,0,0
QS,1,1,0,0,0,0
QSI,1,0,1,0,0,0
QSR,1,1,0,0,0,0
QTRX,1,0,1,0,0,0
QTWO,1,0,1,0,0,0
QUAD,0,0,1,0,0,0
QUBT,1,0,1,0,0,0
QXO,1,1,0,0,0,0
R,1,1,0,0,0,0
RAL,1,1,0,0,0,0
RAMP,1,0,1,0,0,0
RAPP,1,0,1,0,0,0
RARE,1,1,0,0,0,0
RBA,1,1,0,0,0,0
RBB,1,0,1,0,0,0
RBBN,1,0,1,0,0,0
RBC,1,1,0,0,0,0
RBCAA,1,0,1,0,0,0
RBKB,0,0,1,0,0,0
RBLX,1,1,0,0,0,0
RBRK,1,1,0,0,0,0
RC,1,0,1,0,0,0
RCAT,1,0,1,0,0,0
RCEL,1,0,1,0,0,0
RCKT,1,0,1,0,0,0
RCKY,0,0,1,0,0,0
RCL,1,1,0,0,0,0
RCMT,0,0,1,0,0,0
RCUS,1,0,1,0,0,0
RDDT,1,1,0,0,0,0
RDN,1,0,1,0,0,0
RDNT,1,0,1,0,0,0
RDVT,1,0,1,0,0,0
RDW,1,0,1,0,0,0
REAL,1,0,1,0,0,0
REAX,1,0,1,0,0,0
REFI,1,0,1,0,0,0
REG,1,1,0,0,0,0
REGN,1,1,0,1,1,0
RELL,0,0,1,0,0,0
RELY,1,0,1,0,0,0
REPL,1,0,1,0,0,0
REPX,1,0,1,0,0,0
RES,1,0,1,0,0,0
REX,1,0,1,0,0,0
REXR,1,1,0,0,0,0
REYN,1,1,0,0,0,0
REZI,1,0,1,0,0,0
RF,1,1,0,0,0,0
RGA,1,1,0,0,0,0
RGCO,0,0,1,0,0,0
RGEN,1,1,0,0,0,0
RGLD,1,1,0,0,0,0
RGNX,1,0,1,0,0,0
RGP,1,0,1,0,0,0
RGR,1,0,1,0,0,0
RGTI,1,0,1,0,0,0
RH,1,1,0,0,0,0
RHI,1,1,0,0,0,0
RHLD,1,0,1,0,0,0
RHP,1,0,1,0,0,0
RICK,1,0,1,0,0,0
RIG,1,0,1,0,0,0
RIGL,1,0,1,0,0,0
RIOT,1,0,1,0,0,0
RITM,1,1,0,0,0,0
RIVN,1,1,0,0,0,0
RJF,1,1,0,0,0,0
RKLB,1,1,0,0,0,0
RKT,1,1,0,0,0,0
RL,1,1,0,0,0,0
RLAY,1,0,1,0,0,0
RLGT,0,0,1,0,0,0
RLI,1,1,0,0,0,0
RLJ,1,0,1,0,0,0
RM,1,0,1,0,0,0
RMAX,1,0,1,0,0,0
RMBI,0,0,1,0,0,0
RMBS,1,0,1,0,0,0
RMD,1,1,0,0,0,0
RMNI,1,0,1,0,0,0
RMR,1,0,1,0,0,0
RNA,1,0,1,0,0,0
RNAC,0,0,1,0,0,0
RNG,1,1,0,0,0,0
RNGR,0,0,1,0,0,0
RNR,1,1,0,0,0,0
RNST,1,0,1,0,0,0
ROAD,1,0,1,0,0,0
ROCK,1,0,1,0,0,0
ROG,1,0,1,0,0,0
ROIV,1,1,0,0,0,0
ROK,1,1,0,0,0,0
ROKU,1,1,0,0,0,0
ROL,1,1,0,0,0,0
ROOT,1,0,1,0,0,0
ROP,1,1,0,0,1,0
ROST,1,1,0,0,1,0
RPAY,1,0,1,0,0,0
RPC,1,0,1,0,0,0
RPD,1,0,1,0,0,0
RPM,1,1,0,0,0,0
RPRX,1,1,0,0,0,0
RPT,0,0,1,0,0,0
RR,0,0,1,0,0,0
RRBI,1,0,1,0,0,0
RRC,1,1,0,0,0,0
RRR,1,0,1,0,0,0
RRX,1,1,0,0,0,0
RS,1,1,0,0,0,0
RSG,1,1,0,0,0,0
RSI,1,0,1,0,0,0
RSVR,0,0,1,0,0,0
RTX,1,1,0,1,0,0
RUM,1,0,1,0,0,0
RUN,1,0,1,0,0,0
RUSHA,1,0,1,0,0,0
RUSHB,1,0,1,0,0,0
RVLV,1,0,1,0,0,0
RVMD,1,1,0,0,0,0
RVSB,0,0,1,0,0,0
RVTY,1,1,0,0,0,0
RWT,1,0,1,0,0,0
RXO,1,0,1,0,0,0
RXRX,1,0,1,0,0,0
RXST,1,0,1,0,0,0
RXT,0,0,1,0,0,0
RYAM,1,0,1,0,0,0
RYAN,1,1,0,0,0,0
RYI,1,0,1,0,0,0
RYN,1,1,0,0,0,0
RYTM,1,0,1,0,0,0
RZLT,0,0,1,0,0,0
RZLV,1,0,1,0,0,0
S,1,1,0,0,0,0
SABR,1,0,1,0,0,0
SAFE,1,0,1,0,0,0
SAFT,1,0,1,0,0,0
SAFX,0,0,1,0,0,0
SAH,1,0,1,0,0,0
SAIA,1,1,0,0,0,0
SAIC,1,1,0,0,0,0
SAIL,1,1,0,0,0,0
SAM,1,1,0,0,0,0
SAMG,0,0,1,0,0,0
SANA,1,0,1,0,0,0
SANM,1,0,1,0,0,0
SARO,1,1,0,0,0,0
SATL,0,0,1,0,0,0
SATS,1,0,1,0,0,0
SB,1,0,1,0,0,0
SBAC,1,1,0,0,0,0
SBC,0,0,1,0,0,0
SBCF,1,0,1,0,0,0
SBFG,0,0,1,0,0,0
SBGI,1,0,1,0,0,0
SBH,1,0,1,0,0,0
SBRA,1,0,1,0,0,0
SBSI,1,0,1,0,0,0
SBT,0,0,1,0,0,0
SBUX,1,1,0,1,1,0
SCCO,1,1,0,0,0,0
SCHL,1,0,1,0,0,0
SCHW,1,1,0,1,0,0
SCI,1,1,0,0,0,0
SCL,1,0,1,0,0,0
SCSC,1,0,1,0,0,0
SCVL,1,0,1,0,0,0
SD,1,0,1,0,0,0
SDGR,1,0,1,0,0,0
SDRL,1,0,1,0,0,0
SEAT,1,0,1,0,0,0
SEB,1,1,0,0,0,0
SEE,1,1,0,0,0,0
SEG,1,0,1,0,0,0
SEI,1,0,1,0,0,0
SEIC,1,1,0,0,0,0
SEM,1,0,1,0,0,0
SEMR,1,0,1,0,0,0
SENEA,1,0,1,0,0,0
SEPN,1,0,1,0,0,0
SERV,1,0,1,0,0,0
SEVN,0,0,1,0,0,0
SEZL,1,0,1,0,0,0
SF,1,1,0,0,0,0
SFBC,0,0,1,0,0,0
SFBS,1,0,1,0,0,0
SFD,1,1,0,0,0,0
SFIX,1,0,1,0,0,0
SFL,1,0,1,0,0,0
SFM,1,1,0,0,0,0
SFNC,1,0,1,0,0,0
SFST,1,0,1,0,0,0
SG,1,0,1,0,0,0
SGC,0,0,1,0,0,0
SGHC,1,0,1,0,0,0
SGHT,0,0,1,0,0,0
SGI,1,1,0,0,0,0
SGRY,1,0,1,0,0,0
SHAK,1,0,1,0,0,0
SHBI,1,0,1,0,0,0
SHC,1,1,0,0,0,0
SHEN,1,0,1,0,0,0
SHLS,1,0,1,0,0,0
SHO,1,0,1,0,0,0
SHOO,1,0,1,0,0,0
SHW,1,1,0,1,0,0
SI,0,0,1,0,0,0
SIBN,1,0,1,0,0,0
SIEB,0,0,1,0,0,0
SIG,1,0,1,0,0,0
SIGA,1,0,1,0,0,0
SIGI,1,0,1,0,0,0
SILA,1,0,1,0,0,0
SION,1,0,1,0,0,0
SIRI,1,1,0,0,1,0
SITC,1,0,1,0,0,0
SITE,1,1,0,0,0,0
SITM,1,0,1,0,0,0
SJM,1,1,0,0,0,0
SKIL,0,0,1,0,0,0
SKIN,1,0,1,0,0,0
SKT,1,0,1,0,0,0
SKWD,1,0,1,0,0,0
SKY,1,0,1,0,0,0
SKYH,0,0,1,0,0,0
SKYT,1,0,1,0,0,0
SKYW,1,0,1,0,0,0
SKYX,0,0,1,0,0,0
SLAB,1,0,1,0,0,0
SLB,1,1,0,1,0,0
SLDB,0,0,1,0,0,0
SLDE,1,0,1,0,0,0
SLDP,1,0,1,0,0,0
SLG,1,0,1,0,0,0
SLGN,1,1,0,0,0,0
SLM,1,1,0,0,0,0
SLND,0,0,1,0,0,0
SLNO,1,0,1,0,0,0
SLP,1,0,1,0,0,0
SLQT,1,0,1,0,0,0
SLS,1,0,1,0,0,0
SLSN,0,0,1,0,0,0
SLVM,1,0,1,0,0,0
SM,1,0,1,0,0,0
SMA,1,0,1,0,0,0
SMBC,1,0,1,0,0,0
SMBK,1,0,1,0,0,0
SMC,0,0,1,0,0,0
SMCI,1,1,0,0,0,0
SMG,1,1,0,0,0,0
SMHI,0,0,1,0,0,0
SMID,0,0,1,0,0,0
SMMT,1,1,0,0,0,0
SMP,1,0,1,0,0,0
SMPL,1,0,1,0,0,0
SMR,1,0,1,0,0,0
SMTC,1,0,1,0,0,0
SMTI,0,0,1,0,0,0
SN,1,1,0,0,0,0
SNA,1,1,0,0,0,0
SNBR,1,0,1,0,0,0
SNCR,0,0,1,0,0,0
SNCY,1,0,1,0,0,0
SNDA,0,0,1,0,0,0
SNDK,1,1,0,0,0,0
SNDR,1,1,0,0,0,0
SNDX,1,0,1,0,0,0
SNEX,1,0,1,0,0,0
SNFCA,0,0,1,0,0,0
SNOW,1,1,0,0,0,0
SNPS,1,1,0,1,1,0
SNWV,0,0,1,0,0,0
SNX,1,1,0,0,0,0
SO,1,1,0,1,0,0
SOC,1,0,1,0,0,0
SOFI,1,1,0,0,0,0
SOLS,1,1,0,0,0,0
SOLV,1,1,0,0,0,0
SON,1,1,0,0,0,0
SONO,1,0,1,0,0,0
SOUN,1,0,1,0,0,0
SPB,1,0,1,0,0,0
SPFI,1,0,1,0,0,0
SPG,1,1,0,0,0,0
SPGI,1,1,0,1,0,0
SPHR,1,0,1,0,0,0
SPIR,0,0,1,0,0,0
SPNT,1,0,1,0,0,0
SPOK,1,0,1,0,0,0
SPOT,1,1,0,0,0,0
SPRY,1,0,1,0,0,0
SPSC,1,0,1,0,0,0
SPT,1,0,1,0,0,0
SPWR,0,0,1,0,0,0
SPXC,1,0,1,0,0,0
SPY,0,0,0,0,0,1
SR,1,0,1,0,0,0
SRBK,0,0,1,0,0,0
SRCE,1,0,1,0,0,0
SRE,1,1,0,0,0,0
SRPT,1,1,0,0,0,0
SRRK,1,0,1,0,0,0
SRTA,1,0,1,0,0,0
SSB,1,1,0,0,0,0
SSD,1,1,0,0,0,0
SSNC,1,1,0,0,0,0
SSP,1,0,1,0,0,0
SSRM,1,0,1,0,0,0
SSTI,1,0,1,0,0,0
SSTK,1,0,1,0,0,0
ST,1,1,0,0,0,0
STAA,1,0,1,0,0,0
STAG,1,1,0,0,0,0
STBA,1,0,1,0,0,0
STC,1,0,1,0,0,0
STE,1,1,0,0,0,0
STEL,1,0,1,0,0,0
STEP,1,0,1,0,0,0
STGW,1,0,1,0,0,0
STIM,0,0,1,0,0,0
STKL,1,0,1,0,0,0
STLD,1,1,0,0,0,0
STNE,1,0,1,0,0,0
STNG,1,0,1,0,0,0
STOK,1,0,1,0,0,0
STRA,1,0,1,0,0,0
STRL,1,0,1,0,0,0
STRS,0,0,1,0,0,0
STRT,0,0,1,0,0,0
STRW,0,0,1,0,0,0
STRZ,1,0,1,0,0,0
STT,1,1,0,0,0,0
STWD,1,1,0,0,0,0
STXS,0,0,1,0,0,0
STZ,1,1,0,0,0,0
SUI,1,1,0,0,0,0
SUNS,1,0,1,0,0,0
SUPN,1,0,1,0,0,0
SVC,1,0,1,0,0,0
SVCO,0,0,1,0,0,0
SVRA,1,0,1,0,0,0
SVV,1,0,1,0,0,0
SW,1,1,0,0,0,0
SWBI,1,0,1,0,0,0
SWIM,0,0,1,0,0,0
SWK,1,1,0,0,0,0
SWKH,0,0,1,0,0,0
SWKS,1,1,0,0,0,0
SWX,1,0,1,0,0,0
SXC,1,0,1,0,0,0
SXI,1,0,1,0,0,0
SXT,1,0,1,0,0,0
SYBT,1,0,1,0,0,0
SYF,1,1,0,0,0,0
SYK,1,1,0,1,0,0
SYNA,1,0,1,0,0,0
SYRE,1,0,1,0,0,0
SYY,1,1,0,0,0,0
